Model,Accuracy,F1 Score,Execution Time
LGBM_CICIDS2017_w_UNSW-NB15,0.12857142857142856,0.027485355993729886,0.038361310958862305
RF_CICIDS2018_w_UNSW-NB15,0.14357142857142857,0.028074586214121098,0.03604435920715332
k-NN_CICIDS2018_w_UNSW-NB15,0.10142857142857142,0.0359084587179163,0.033031463623046875
LGBM_CICIDS2018_w_UNSW-NB15,0.15428571428571428,0.04336698883164754,0.0240781307220459
RF_CICIDS2019_w_UNSW-NB15,0.0007142857142857143,0.0007363770250368188,0.035034894943237305
k-NN_CICIDS2019_w_UNSW-NB15,0.0,0.0,0.0371851921081543
LGBM_CICIDS2019_w_UNSW-NB15,0.0007142857142857143,0.0004610419548178884,0.03559732437133789
RF_UNSW-NB15_w_UNSW-NB15,0.9764285714285714,0.9766293861285913,0.03427457809448242
k-NN_UNSW-NB15_w_UNSW-NB15,0.9328571428571428,0.9326512138040925,0.03544783592224121
LGBM_UNSW-NB15_w_UNSW-NB15,0.9771428571428571,0.9764797389665938,0.03684544563293457
RF_CICIDS2017_CICIDS2018_w_UNSW-NB15,0.1392857142857143,0.04424778761061947,0.035634756088256836
k-NN_CICIDS2017_CICIDS2018_w_UNSW-NB15,0.15857142857142856,0.08920462253795587,0.03280949592590332
LGBM_CICIDS2017_CICIDS2018_w_UNSW-NB15,0.14642857142857144,0.06873736111819576,0.022803544998168945
RF_CICIDS2017_CICIDS2019_w_UNSW-NB15,0.027142857142857142,0.0038073968065447756,0.04535102844238281
k-NN_CICIDS2017_CICIDS2019_w_UNSW-NB15,0.0,0.0,0.04714679718017578
LGBM_CICIDS2017_CICIDS2019_w_UNSW-NB15,0.035,0.013257575757575758,0.041634321212768555
RF_CICIDS2017_UNSW-NB15_w_UNSW-NB15,0.15142857142857144,0.02467688167799789,0.03461194038391113
k-NN_CICIDS2017_UNSW-NB15_w_UNSW-NB15,0.11857142857142858,0.030192215875934996,0.033097267150878906
LGBM_CICIDS2017_UNSW-NB15_w_UNSW-NB15,0.1692857142857143,0.05587471905420091,0.04543256759643555
RF_CICIDS2018_CICIDS2019_w_UNSW-NB15,0.05357142857142857,0.007346818827447715,0.0457916259765625
k-NN_CICIDS2018_CICIDS2019_w_UNSW-NB15,0.0035714285714285713,0.0009300595238095238,0.04615354537963867
LGBM_CICIDS2018_CICIDS2019_w_UNSW-NB15,0.017857142857142856,0.003281321592508976,0.048580169677734375
RF_CICIDS2018_UNSW-NB15_w_UNSW-NB15,0.24785714285714286,0.14420971285465872,0.03512883186340332
k-NN_CICIDS2018_UNSW-NB15_w_UNSW-NB15,0.6164285714285714,0.380869831900648,0.03220629692077637
LGBM_CICIDS2018_UNSW-NB15_w_UNSW-NB15,0.35642857142857143,0.17110381360839744,0.016268253326416016
RF_CICIDS2017_CICIDS2018_CICIDS2019_w_UNSW-NB15,0.04285714285714286,0.014452607491268216,0.044962167739868164
k-NN_CICIDS2017_CICIDS2018_CICIDS2019_w_UNSW-NB15,0.005,0.00283704390847248,0.04936385154724121
LGBM_CICIDS2017_CICIDS2018_CICIDS2019_w_UNSW-NB15,0.06785714285714285,0.013388767528715383,0.08429098129272461
RF_CICIDS2017_CICIDS2018_UNSW-NB15_w_UNSW-NB15,0.3,0.18019187311162696,0.03722214698791504
k-NN_CICIDS2017_CICIDS2018_UNSW-NB15_w_UNSW-NB15,0.4228571428571429,0.27464952553299776,0.03251934051513672
LGBM_CICIDS2017_CICIDS2018_UNSW-NB15_w_UNSW-NB15,0.2814285714285714,0.17777277359330312,0.029227018356323242
RF_CICIDS2017_CICIDS2019_UNSW-NB15_w_UNSW-NB15,0.03571428571428571,0.009854111405835543,0.04580068588256836
k-NN_CICIDS2017_CICIDS2019_UNSW-NB15_w_UNSW-NB15,0.002142857142857143,0.0010421799178798059,0.04648256301879883
LGBM_CICIDS2017_CICIDS2019_UNSW-NB15_w_UNSW-NB15,0.015714285714285715,0.00841360778871586,0.04898476600646973
RF_CICIDS2018_CICIDS2019_UNSW-NB15_w_UNSW-NB15,0.11214285714285714,0.019326705862307145,0.04644322395324707
k-NN_CICIDS2018_CICIDS2019_UNSW-NB15_w_UNSW-NB15,0.0064285714285714285,0.0029605263157894733,0.0446927547454834
LGBM_CICIDS2018_CICIDS2019_UNSW-NB15_w_UNSW-NB15,0.05857142857142857,0.010767967158731972,0.06010746955871582
RF_CICIDS2017_CICIDS2018_CICIDS2019_UNSW-NB15_w_UNSW-NB15,0.055,0.00865510071464528,0.0447995662689209
k-NN_CICIDS2017_CICIDS2018_CICIDS2019_UNSW-NB15_w_UNSW-NB15,0.0014285714285714286,0.0005092946269416857,0.04688882827758789
LGBM_CICIDS2017_CICIDS2018_CICIDS2019_UNSW-NB15_w_UNSW-NB15,0.08857142857142856,0.016148316203719724,0.044960975646972656
RF_CICIDS2017_w_CICIDS2017_CICIDS2018,0.103125,0.023734177215189875,0.03563523292541504
k-NN_CICIDS2017_w_CICIDS2017_CICIDS2018,0.07375,0.047156870575667434,0.03851628303527832
LGBM_CICIDS2017_w_CICIDS2017_CICIDS2018,0.1225,0.04523212448559671,0.03956127166748047
RF_CICIDS2018_w_CICIDS2017_CICIDS2018,0.133125,0.038605886125986366,0.035062551498413086
k-NN_CICIDS2018_w_CICIDS2017_CICIDS2018,0.19875,0.09328719557463507,0.041261911392211914
LGBM_CICIDS2018_w_CICIDS2017_CICIDS2018,0.15,0.05967693040184169,0.03488969802856445
RF_CICIDS2019_w_CICIDS2017_CICIDS2018,0.01125,0.013513513513513514,0.04571413993835449
k-NN_CICIDS2019_w_CICIDS2017_CICIDS2018,0.000625,0.0004975124378109452,0.04087638854980469
LGBM_CICIDS2019_w_CICIDS2017_CICIDS2018,0.01125,0.005639097744360902,0.06371831893920898
RF_UNSW-NB15_w_CICIDS2017_CICIDS2018,0.216875,0.07451789305185116,0.03541088104248047
k-NN_UNSW-NB15_w_CICIDS2017_CICIDS2018,0.129375,0.027676121259495427,0.03855276107788086
LGBM_UNSW-NB15_w_CICIDS2017_CICIDS2018,0.06875,0.022899968772769855,0.03798651695251465
RF_CICIDS2017_CICIDS2018_w_CICIDS2017_CICIDS2018,0.985625,0.9859337348438618,0.046756744384765625
k-NN_CICIDS2017_CICIDS2018_w_CICIDS2017_CICIDS2018,0.9175,0.9179497430862958,0.05226254463195801
LGBM_CICIDS2017_CICIDS2018_w_CICIDS2017_CICIDS2018,0.983125,0.9832341645593448,0.03684639930725098
RF_CICIDS2017_CICIDS2019_w_CICIDS2017_CICIDS2018,0.01125,0.003415559772296015,0.04418635368347168
k-NN_CICIDS2017_CICIDS2019_w_CICIDS2017_CICIDS2018,0.0,0.0,0.059886932373046875
LGBM_CICIDS2017_CICIDS2019_w_CICIDS2017_CICIDS2018,0.01625,0.006403039684773431,0.0686185359954834
RF_CICIDS2017_UNSW-NB15_w_CICIDS2017_CICIDS2018,0.12375,0.04110361773913176,0.045686960220336914
k-NN_CICIDS2017_UNSW-NB15_w_CICIDS2017_CICIDS2018,0.083125,0.03163217499474951,0.0389404296875
LGBM_CICIDS2017_UNSW-NB15_w_CICIDS2017_CICIDS2018,0.098125,0.061567191027200485,0.04731917381286621
RF_CICIDS2018_CICIDS2019_w_CICIDS2017_CICIDS2018,0.0875,0.02404026644750193,0.044937849044799805
k-NN_CICIDS2018_CICIDS2019_w_CICIDS2017_CICIDS2018,0.03,0.008485546759898425,0.057372331619262695
LGBM_CICIDS2018_CICIDS2019_w_CICIDS2017_CICIDS2018,0.033125,0.008207510646535037,0.05109524726867676
RF_CICIDS2018_UNSW-NB15_w_CICIDS2017_CICIDS2018,0.134375,0.03428125000536631,0.03473830223083496
k-NN_CICIDS2018_UNSW-NB15_w_CICIDS2017_CICIDS2018,0.119375,0.04313277788725975,0.040259599685668945
LGBM_CICIDS2018_UNSW-NB15_w_CICIDS2017_CICIDS2018,0.27125,0.12857628878881405,0.04092764854431152
RF_CICIDS2017_CICIDS2018_CICIDS2019_w_CICIDS2017_CICIDS2018,0.1475,0.04848629218241401,0.04550766944885254
k-NN_CICIDS2017_CICIDS2018_CICIDS2019_w_CICIDS2017_CICIDS2018,0.0175,0.011215643796288957,0.05683588981628418
LGBM_CICIDS2017_CICIDS2018_CICIDS2019_w_CICIDS2017_CICIDS2018,0.045625,0.02434813279437544,0.08804488182067871
RF_CICIDS2017_CICIDS2018_UNSW-NB15_w_CICIDS2017_CICIDS2018,0.22875,0.11715754352681125,0.03636646270751953
